,Unnamed: 0,specimen__id,swc__fname,structure_parent__acronym,structure__layer,Transgenic_line,donor__id,Subclass_or_type,structure_parent__id,model__fold,structure__safe_name,structure_merge__acronym
423,423,18454_5813-X21356-Y12300,1119750529_18454_5813-X21356-Y12300_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,2.0,VPM_layernan,VPM
424,424,18454_5815-X9522-Y11016,1119750533_18454_5815-X9522-Y11016_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,8.0,VPM_layernan,VPM
425,425,18454_5815-X24124-Y9821,1119750531_18454_5815-X24124-Y9821_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,6.0,VPM_layernan,VPM
426,426,18454_5816-X10618-Y9993,1119750535_18454_5816-X10618-Y9993_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,7.0,VPM_layernan,VPM
427,427,18454_5824-X24709-Y10420,1119750539_18454_5824-X24709-Y10420_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,0.0,VPM_layernan,VPM
428,428,18454_5824-X22192-Y12777,1119750537_18454_5824-X22192-Y12777_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,8.0,VPM_layernan,VPM
429,429,18454_5828-X22617-Y11656,1119750541_18454_5828-X22617-Y11656_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,5.0,VPM_layernan,VPM
430,430,18454_5837-X24313-Y10707,1119750545_18454_5837-X24313-Y10707_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,3.0,VPM_layernan,VPM
431,431,18454_5837-X23882-Y11840,1119750543_18454_5837-X23882-Y11840_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,0.0,VPM_layernan,VPM
432,432,18454_5840-X9491-Y11442,1119750550_18454_5840-X9491-Y11442_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,6.0,VPM_layernan,VPM
433,433,18454_5840-X24079-Y12003,1119750547_18454_5840-X24079-Y12003_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,7.0,VPM_layernan,VPM
434,434,18454_5842-X25468-Y10272,1119750552_18454_5842-X25468-Y10272_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,2.0,VPM_layernan,VPM
435,435,18454_5844-X24066-Y10244,1119750555_18454_5844-X24066-Y10244_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,4.0,VPM_layernan,VPM
436,436,18454_5846-X12912-Y12970,1119750557_18454_5846-X12912-Y12970_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,1.0,VPM_layernan,VPM
437,437,18454_5863-X11394-Y11744,1119750559_18454_5863-X11394-Y11744_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,9.0,VPM_layernan,VPM
438,438,18454_5865-X23436-Y11379,1119750561_18454_5865-X23436-Y11379_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,7.0,VPM_layernan,VPM
439,439,18454_5867-X21893-Y12644,1119750563_18454_5867-X21893-Y12644_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,4.0,VPM_layernan,VPM
440,440,18454_5870-X25572-Y10372,1119750565_18454_5870-X25572-Y10372_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,0.0,VPM_layernan,VPM
441,441,18454_5876-X22270-Y11484,1119750567_18454_5876-X22270-Y11484_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,8.0,VPM_layernan,VPM
442,442,18454_5878-X25136-Y10316,1119750569_18454_5878-X25136-Y10316_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,9.0,VPM_layernan,VPM
443,443,18454_5880-X25624-Y10910,1119750573_18454_5880-X25624-Y10910_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,5.0,VPM_layernan,VPM
444,444,18454_5880-X23966-Y9743,1119750571_18454_5880-X23966-Y9743_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,3.0,VPM_layernan,VPM
445,445,18454_5881-X12472-Y12838,1119750575_18454_5881-X12472-Y12838_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,6.0,VPM_layernan,VPM
446,446,18454_5891-X24368-Y10226,1119750577_18454_5891-X24368-Y10226_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,2.0,VPM_layernan,VPM
447,447,18454_5893-X9753-Y11161,1119750581_18454_5893-X9753-Y11161_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,1.0,VPM_layernan,VPM
448,448,18454_5893-X23971-Y12311,1119750579_18454_5893-X23971-Y12311_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,1.0,VPM_layernan,VPM
449,449,18454_5895-X23656-Y9317,1119750583_18454_5895-X23656-Y9317_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,0.0,VPM_layernan,VPM
450,450,18454_5901-X24094-Y11515,1119750585_18454_5901-X24094-Y11515_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,7.0,VPM_layernan,VPM
451,451,18454_5902-X10719-Y10089,1119750587_18454_5902-X10719-Y10089_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,8.0,VPM_layernan,VPM
452,452,18454_5906-X11222-Y11056,1119750589_18454_5906-X11222-Y11056_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,9.0,VPM_layernan,VPM
453,453,18454_5908-X24258-Y9046,1119750591_18454_5908-X24258-Y9046_reg.swc,LD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,155.0,0.0,LD_layernan,LD
454,454,18454_5910-X25230-Y9342,1119750593_18454_5910-X25230-Y9342_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,5.0,VPM_layernan,VPM
455,455,18454_5915-X25336-Y9928,1119750595_18454_5915-X25336-Y9928_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,4.0,VPM_layernan,VPM
456,456,18454_5916-X12018-Y12066,1119750597_18454_5916-X12018-Y12066_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,6.0,VPM_layernan,VPM
457,457,18454_5922-X23364-Y10914,1119750599_18454_5922-X23364-Y10914_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,2.0,VPM_layernan,VPM
458,458,18454_5933-X24952-Y10234,1119750602_18454_5933-X24952-Y10234_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,3.0,VPM_layernan,VPM
459,459,18454_5944-X25771-Y10502,1119750604_18454_5944-X25771-Y10502_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,6.0,VPM_layernan,VPM
460,460,18454_5946-X24670-Y9792,1119750606_18454_5946-X24670-Y9792_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,5.0,VPM_layernan,VPM
461,461,18454_5964-X23964-Y10074,1119750608_18454_5964-X23964-Y10074_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,7.0,VPM_layernan,VPM
462,462,18454_5983-X24646-Y11260,1119750610_18454_5983-X24646-Y11260_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,4.0,VPM_layernan,VPM
463,463,18454_5992-X10515-Y11238,1119750612_18454_5992-X10515-Y11238_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,0.0,VPM_layernan,VPM
464,464,18454_6002-X24070-Y10302,1119750614_18454_6002-X24070-Y10302_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,2.0,VPM_layernan,VPM
465,465,18454_6011-X24721-Y10204,1119750618_18454_6011-X24721-Y10204_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,9.0,VPM_layernan,VPM
466,466,18454_6011-X10592-Y11454,1119750616_18454_6011-X10592-Y11454_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,3.0,VPM_layernan,VPM
467,467,18454_6020-X9664-Y10924,1119750620_18454_6020-X9664-Y10924_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,1.0,VPM_layernan,VPM
468,468,18454_6026-X25682-Y10690,1119750623_18454_6026-X25682-Y10690_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,8.0,VPM_layernan,VPM
469,469,18454_6034-X24259-Y9767,1119750625_18454_6034-X24259-Y9767_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,9.0,VPM_layernan,VPM
470,470,18454_6058-X23933-Y10741,1119750627_18454_6058-X23933-Y10741_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,5.0,VPM_layernan,VPM
471,471,18454_6062-X10728-Y8146,1119750630_18454_6062-X10728-Y8146_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,170.0,8.0,LGd_layernan,LGd
472,472,18454_6066-X25312-Y10173,1119750632_18454_6066-X25312-Y10173_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,3.0,VPM_layernan,VPM
473,473,18454_6070-X21544-Y12228,1119750634_18454_6070-X21544-Y12228_reg.swc,VPMpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,741.0,5.0,VPMpc_layernan,VPMpc
474,474,18454_6081-X22894-Y11905,1119750636_18454_6081-X22894-Y11905_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,725.0,2.0,VPLpc_layernan,VPLpc
475,475,18454_6082-X24052-Y10232,1119750638_18454_6082-X24052-Y10232_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,8.0,VPM_layernan,VPM
476,476,18454_6083-X23997-Y9733,1119750640_18454_6083-X23997-Y9733_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,1.0,VPM_layernan,VPM
477,477,18454_6101-X25405-Y10390,1119750642_18454_6101-X25405-Y10390_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,6.0,VPM_layernan,VPM
478,478,18454_6106-X10426-Y10338,1119750644_18454_6106-X10426-Y10338_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,7.0,VPM_layernan,VPM
479,479,18454_6144-X23380-Y11476,1119750646_18454_6144-X23380-Y11476_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,725.0,0.0,VPLpc_layernan,VPLpc
480,480,18454_6152-X24206-Y10364,1119750648_18454_6152-X24206-Y10364_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,2.0,VPM_layernan,VPM
481,481,18454_6152-X24660-Y10562,1119750650_18454_6152-X24660-Y10562_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,0.0,VPM_layernan,VPM
482,482,18454_6170-X23810-Y8543,1119750652_18454_6170-X23810-Y8543_reg.swc,LP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_matrix,218.0,2.0,LP_layernan,LP
483,483,18454_6172-X25190-Y9892,1119750654_18454_6172-X25190-Y9892_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,4.0,VPM_layernan,VPM
484,484,18454_6173-X24370-Y10012,1119750656_18454_6173-X24370-Y10012_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,9.0,VPM_layernan,VPM
485,485,18454_6182-X25036-Y9752,1119750658_18454_6182-X25036-Y9752_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,7.0,VPM_layernan,VPM
486,486,18454_6190-X24837-Y11145,1119750662_18454_6190-X24837-Y11145_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,1.0,VPM_layernan,VPM
487,487,18454_6190-X12096-Y12243,1119750660_18454_6190-X12096-Y12243_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,725.0,1.0,VPLpc_layernan,VPLpc
488,488,18454_6218-X25128-Y9986,1119750664_18454_6218-X25128-Y9986_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,170.0,4.0,LGd_layernan,LGd
489,489,18454_6240-X11112-Y10998,1119750666_18454_6240-X11112-Y10998_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,6.0,VPM_layernan,VPM
490,490,18454_6240-X24888-Y9849,1119750668_18454_6240-X24888-Y9849_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,2.0,VPM_layernan,VPM
491,491,18454_6246-X24936-Y8580,1119750670_18454_6246-X24936-Y8580_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,0.0,VPM_layernan,VPM
492,492,18454_6280-X24676-Y9988,1119750672_18454_6280-X24676-Y9988_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,3.0,VPM_layernan,VPM
493,493,18454_6292-X24688-Y9480,1119750674_18454_6292-X24688-Y9480_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,8.0,MG_layernan,MG
494,494,18454_6351-X24656-Y9629,1119750677_18454_6351-X24656-Y9629_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,9.0,MG_layernan,MG
495,495,18454_6365-X24004-Y10888,1119750679_18454_6365-X24004-Y10888_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,725.0,3.0,VPLpc_layernan,VPLpc
496,496,18454_6393-X10285-Y9744,1119750681_18454_6393-X10285-Y9744_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,170.0,7.0,LGd_layernan,LGd
497,497,18454_6408-X8948-Y10400,1119750683_18454_6408-X8948-Y10400_reg.swc,LGd,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,170.0,5.0,LGd_layernan,LGd
498,498,18454_6430-X10578-Y11142,1119750685_18454_6430-X10578-Y11142_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,0.0,MG_layernan,MG
499,499,18454_6469-X23446-Y11213,1119750687_18454_6469-X23446-Y11213_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,725.0,4.0,VPLpc_layernan,VPLpc
500,500,18454_6627-X24093-Y10766,1119750689_18454_6627-X24093-Y10766_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,725.0,9.0,VPLpc_layernan,VPLpc
501,501,18454_6665-X24251-Y10174,1119750691_18454_6665-X24251-Y10174_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,3.0,MG_layernan,MG
502,502,18454_6694-X10545-Y10754,1119750693_18454_6694-X10545-Y10754_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,4.0,MG_layernan,MG
503,503,18454_6707-X23920-Y11118,1119750696_18454_6707-X23920-Y11118_reg.swc,VPLpc,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,725.0,6.0,VPLpc_layernan,VPLpc
504,504,18454_6739-X24689-Y10898,1119750698_18454_6739-X24689-Y10898_reg.swc,VPM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,733.0,5.0,VPM_layernan,VPM
505,505,18454_6792-X9998-Y11522,1119750700_18454_6792-X9998-Y11522_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,6.0,MG_layernan,MG
506,506,18454_6807-X24324-Y10050,1119750702_18454_6807-X24324-Y10050_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,3.0,MG_layernan,MG
507,507,18454_6981-X25160-Y11145,1119750705_18454_6981-X25160-Y11145_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,0.0,MG_layernan,MG
508,508,18454_7141-X25427-Y10699,1119750707_18454_7141-X25427-Y10699_reg.swc,MG,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373367-18454,18454,TH_core,475.0,4.0,MG_layernan,MG
509,509,18455_3002-X25742-Y11356,1119750709_18455_3002-X25742-Y11356_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,2.0,CP_layernan,CP
510,510,18455_3164-X15311-Y10774,1119750711_18455_3164-X15311-Y10774_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,3.0,CP_layernan,CP
511,511,18455_3254-X28188-Y13861,1119750713_18455_3254-X28188-Y13861_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,4.0,CP_layernan,CP
512,512,18455_3275-X28665-Y13370,1119750715_18455_3275-X28665-Y13370_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,5.0,CP_layernan,CP
513,513,18455_3304-X12753-Y11332,1119750717_18455_3304-X12753-Y11332_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,8.0,CP_layernan,CP
514,514,18455_3449-X13519-Y11325,1119750719_18455_3449-X13519-Y11325_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,7.0,CP_layernan,CP
515,515,18455_3579-X12159-Y10717,1119750721_18455_3579-X12159-Y10717_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,6.0,CP_layernan,CP
516,516,18455_3588-X28597-Y10430,1119750723_18455_3588-X28597-Y10430_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,9.0,CP_layernan,CP
517,517,18455_3596-X28298-Y11522,1119750725_18455_3596-X28298-Y11522_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,1.0,CP_layernan,CP
518,518,18455_3612-X15033-Y10207,1119750727_18455_3612-X15033-Y10207_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,4.0,CP_layernan,CP
519,519,18455_3613-X12327-Y10408,1119750729_18455_3613-X12327-Y10408_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,0.0,CP_layernan,CP
520,520,18455_3652-X11172-Y11706,1119750731_18455_3652-X11172-Y11706_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_others,672.0,8.0,CP_layernan,CP
521,521,18455_3664-X25944-Y12956,1119750733_18455_3664-X25944-Y12956_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,9.0,CP_layernan,CP
522,522,18455_3678-X10172-Y13098,1119750735_18455_3678-X10172-Y13098_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,2.0,CP_layernan,CP
523,523,18455_3718-X10944-Y12140,1119750737_18455_3718-X10944-Y12140_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,7.0,CP_layernan,CP
524,524,18455_3774-X27258-Y10252,1119750739_18455_3774-X27258-Y10252_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,1.0,CP_layernan,CP
525,525,18455_3866-X30090-Y11350,1119750741_18455_3866-X30090-Y11350_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,3.0,CP_layernan,CP
526,526,18455_3880-X29459-Y13296,1119750743_18455_3880-X29459-Y13296_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,5.0,CP_layernan,CP
527,527,18455_3882-X12131-Y10490,1119750745_18455_3882-X12131-Y10490_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,6.0,CP_layernan,CP
528,528,18455_3892-X11616-Y10738,1119750747_18455_3892-X11616-Y10738_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,0.0,CP_layernan,CP
529,529,18455_3956-X27856-Y10376,1119750749_18455_3956-X27856-Y10376_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,5.0,CP_layernan,CP
530,530,18455_3986-X13429-Y11150,1119750752_18455_3986-X13429-Y11150_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,7.0,CP_layernan,CP
531,531,18455_4028-X31096-Y13276,1119750754_18455_4028-X31096-Y13276_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,4.0,CP_layernan,CP
532,532,18455_4036-X28562-Y9578,1119750756_18455_4036-X28562-Y9578_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,3.0,CP_layernan,CP
533,533,18455_4166-X27256-Y8754,1119750758_18455_4166-X27256-Y8754_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,2.0,CP_layernan,CP
534,534,18455_4243-X10724-Y13084,1119750760_18455_4243-X10724-Y13084_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,9.0,CP_layernan,CP
535,535,18455_4314-X30576-Y12202,1119750762_18455_4314-X30576-Y12202_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_SNr,672.0,8.0,CP_layernan,CP
536,536,18455_4400-X29693-Y15922,1119750764_18455_4400-X29693-Y15922_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_others,672.0,1.0,CP_layernan,CP
537,537,18455_4593-X29236-Y9932,1119750766_18455_4593-X29236-Y9932_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,6.0,CP_layernan,CP
538,538,18455_4619-X10185-Y12182,1119750768_18455_4619-X10185-Y12182_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,1.0,CP_layernan,CP
539,539,18455_4709-X21225-Y13716,1119750770_18455_4709-X21225-Y13716_reg.swc,IAD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,1113.0,8.0,IAD_layernan,IAD
540,540,18455_4758-X20266-Y13556,1119750773_18455_4758-X20266-Y13556_reg.swc,PVT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,149.0,1.0,PVT_layernan,PVT
541,541,18455_4804-X20956-Y13548,1119750775_18455_4804-X20956-Y13548_reg.swc,MD,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,362.0,9.0,MD_layernan,MD
542,542,18455_4845-X20259-Y14111,1119750777_18455_4845-X20259-Y14111_reg.swc,CM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,599.0,7.0,CM_layernan,CM
543,543,18455_4982-X21552-Y14337,1119750780_18455_4982-X21552-Y14337_reg.swc,AM,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,127.0,7.0,AM_layernan,AM
544,544,18455_5058-X31546-Y10774,1119750782_18455_5058-X31546-Y10774_reg.swc,CP,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,CP_GPe,672.0,0.0,CP_layernan,CP
545,545,18455_5094-X18855-Y14816,1119750784_18455_5094-X18855-Y14816_reg.swc,SMT,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_core,366.0,1.0,SMT_layernan,SMT
546,546,18455_5194-X19736-Y14640,1119750786_18455_5194-X19736-Y14640_reg.swc,RE,,Tnnt1-IRES2-CreERT2;Ai82;Ai140_373368-18455,18455,TH_matrix,181.0,0.0,RE_layernan,RE
