,Unnamed: 0,line_name,specimen__id,specimen__name,specimen__hemisphere,structure__id,structure__name,structure__acronym,structure_parent__id,structure_parent__acronym,structure__layer,nr__max_euclidean_distance,nr__number_stems,nr__number_bifurcations,nr__average_contraction,nr__average_parent_daughter_ratio,nr__reconstruction_type,nrwkf__id,erwkf__id,ef__fast_trough_v_long_square,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__f_i_curve_slope,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,si__height,si__width,si__path,csl__x,csl__y,csl__z,csl__normalized_depth,cell_reporter_status,m__glif,m__biophys,m__biophys_perisomatic,m__biophys_all_active,tag__apical,tag__dendrite_type,morph_thumb_path,ephys_thumb_path,ephys_inst_thresh_thumb_path,donor__age,donor__sex,donor__disease_state,donor__race,donor__years_of_seizure_history,donor__species,donor__id,donor__name,swc__fname,model__fold,structure__safe_name,structure_merge__acronym,Transgenic_line,Subclass_or_type,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore
258,1295,Rorb-IRES2-Cre,479225052,Rorb-IRES2-Cre-D;Ai14-187416.03.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,587.325237557939,8.0,55.0,0.885718405224935,0.975939615374856,dendrite-only,720117687.0,496606487.0,-46.5,2.90088215144632,0.056602865193481,0.169352798825602,90.0,17.3801509964646,81.5690909090909,12.2595457281056,122.187539935112,3.74163666666667,-66.0431060791016,9430.0,7602.0,/external/mousecelltypes/prod408/specimen_479225052/min_xy_479225052.aff,9547.44890263525,1737.12357088611,8722.5140249451,0.609268116870475,positive,2.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/720126400,/api/v2/well_known_file_download/491381774,/api/v2/well_known_file_download/491381778,,,,,,Mus musculus,475544313.0,Rorb-IRES2-Cre-D;Ai14(IVSCC)-187416,Rorb-IRES2-Cre-D_Ai14-187416.03.01.01_720117681_m.swc,3.0,VISp_layer5,Isocortex_layer5,,,,,,,
259,1298,Rorb-IRES2-Cre,476562817,Rorb-IRES2-Cre-D;Ai14-188705.03.01.01,left,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,488.584759695357,8.0,34.0,0.895605923771673,0.794578867582012,dendrite-only,508278935.0,491198599.0,-51.28125,4.29004221241129,0.0306227483982486,0.265686274509804,70.0,16.400006631577,72.3096153846154,13.8294194303343,147.187545895576,4.77297,-74.2206802368164,7578.0,7582.0,/external/mousecelltypes/prod507/specimen_476562817/min_xy_476562817.aff,8680.55216656606,1049.51097066019,8295.0791008468,0.462874997084965,positive,5.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/508279128,/api/v2/well_known_file_download/491376859,/api/v2/well_known_file_download/491376861,,,,,,Mus musculus,475849788.0,Rorb-IRES2-Cre-D;Ai14(IVSCC)-188705,Rorb-IRES2-Cre-D_Ai14-188705.03.01.01_508278933_m.swc,0.0,VISp_layer4,Isocortex_layer4,,,,,,,
260,1299,Pvalb-IRES-Cre,318331342,Pvalb-IRES-Cre;Ai14-169125.03.01.01,left,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,172.577809538075,4.0,12.0,0.886638535171857,1.01129511850525,dendrite-only,491119619.0,487096869.0,-57.59375,1.47833190929935,0.0010933758634441,0.6146874958068,210.0,8.58748756390299,9.34481132075472,107.011256372722,161.718860268593,,-73.8887481689453,9415.0,5747.0,/external/mousecelltypes/prod155/specimen_318331342/min_xy_318331342.aff,9116.43708153059,1473.6262972257,8737.6882948406,0.547338765688274,positive,0.0,2.0,1.0,1.0,,aspiny,/api/v2/well_known_file_download/487660502,/api/v2/well_known_file_download/483154471,/api/v2/well_known_file_download/491382649,,,,,,Mus musculus,314059203.0,Pvalb-IRES-Cre;Ai14(IVSCC)-169125,Pvalb-IRES-Cre_Ai14-169125.03.01.01_491119617_m.swc,7.0,VISp_layer4,Isocortex_layer4,,,,,,,
261,1306,Sst-IRES-Cre,534303031,Sst-IRES-Cre;Ai14-262058.06.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,166.744943722591,3.0,24.0,0.842134182197846,0.815043579893147,full,559392084.0,659448964.0,-55.84375,2.11556774526217,0.297705076030148,0.0260582010582011,50.0,30.8186460495165,160.543333333333,6.22884787077218,484.374970197678,1.96597,-70.6985549926758,9418.0,7595.0,/external/mousecelltypes/prod823/specimen_534303031/min_xy_534303031.aff,8683.16154151641,1584.18108086178,8968.37799072869,0.639552174026612,positive,0.0,0.0,0.0,0.0,,sparsely spiny,/api/v2/well_known_file_download/662055338,/api/v2/well_known_file_download/538763185,/api/v2/well_known_file_download/538763187,,,,,,Mus musculus,531017852.0,Sst-IRES-Cre;Ai14-262058,Sst-IRES-Cre_Ai14-262058.06.01.01_559392082_m.swc,2.0,VISp_layer5,Isocortex_layer5,,,,,,,
262,1309,Ndnf-IRES2-dgCre,526531616,Ndnf-IRES2-dgCre;Ai14-255259.03.02.01,right,593.0,"""Primary visual area, layer 1""",VISp1,385.0,VISp,1,110.866326816441,4.0,18.0,0.864968333609072,0.855538127896067,full,560631773.0,562385069.0,-53.4375,2.98097344385746,0.0069424950416967,0.303639854706105,140.0,9.05098837273101,28.1123529411765,35.5715511288736,143.90617609024,6.34537333333333,-72.557991027832,7593.0,7607.0,/external/mousecelltypes/prod806/specimen_526531616/min_xy_526531616.aff,9170.75517633096,1251.06011070636,2226.24752072534,0.0779451325577291,positive,2.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/564691247,/api/v2/well_known_file_download/527582438,/api/v2/well_known_file_download/527582440,,,,,,Mus musculus,525474768.0,Ndnf-IRES2-dgCre;Ai14-255259,Ndnf-IRES2-dgCre_Ai14-255259.03.02.01_560631771_m.swc,3.0,VISp_layer1,Isocortex_layer1,,,,,,,
263,1310,Ntsr1-Cre_GN220,471786879,Ntsr1-Cre;Ai14-181184.05.02.01,right,33.0,"""Primary visual area, layer 6a""",VISp6a,385.0,VISp,6a,851.288125392502,7.0,30.0,0.838192451730583,0.734052460956693,dendrite-only,491392870.0,491202180.0,-48.34375,2.80983249760513,0.0214200304135032,0.192025071448655,209.999984741211,13.6680116419205,70.8525,14.1138280230055,115.468673408031,8.06080666666667,-75.919319152832,7597.0,7581.0,/external/mousecelltypes/prod324/specimen_471786879/min_xy_471786879.aff,8347.52575106291,1424.93446456524,3206.93528814287,0.929995768419671,positive,0.0,1.0,1.0,0.0,intact,spiny,/api/v2/well_known_file_download/487660378,/api/v2/well_known_file_download/487616952,/api/v2/well_known_file_download/491377563,,,,,,Mus musculus,469953249.0,Ntsr1-Cre;Ai14(GSL)-181184,Ntsr1-Cre_Ai14-181184.05.02.01_491392868_m.swc,3.0,VISp_layer6a,Isocortex_layer6,,,,,,,
264,1312,Nr5a1-Cre,475459689,Nr5a1-Cre;Ai14-184650.06.01.01,left,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,423.262399214719,5.0,37.0,0.897585643771095,0.710496521168575,dendrite-only,491392947.0,489256949.0,-40.90625,2.93029720710992,0.0200246041488773,0.275,90.0,21.9868656339338,77.6227272727273,12.8828248521403,182.968750596046,4.52128333333333,-76.0704803466797,7589.0,5763.0,/external/mousecelltypes/prod362/specimen_475459689/min_xy_475459689.aff,7940.0,1017.19505644508,3133.91316613295,0.455007800183141,positive,0.0,1.0,1.0,0.0,intact,spiny,/api/v2/well_known_file_download/487661911,/api/v2/well_known_file_download/483153890,/api/v2/well_known_file_download/491376058,,,,,,Mus musculus,475196478.0,Nr5a1-Cre;Ai14(IVSCC)-184650,Nr5a1-Cre_Ai14-184650.06.01.01_491392945_m.swc,6.0,VISp_layer4,Isocortex_layer4,,,,,,,
265,1313,Rorb-IRES2-Cre,480169178,Rorb-IRES2-Cre-D;Ai14-197353.06.02.01,right,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,543.490418862532,9.0,38.0,0.903053149057192,0.949597484940132,dendrite-only,496079589.0,487096601.0,-48.4687538146973,4.01534790923713,0.158751623492605,0.110212429058771,110.0,21.9469476708997,81.548,12.2627164369451,157.500043511391,3.66297,-74.5154037475586,7584.0,7577.0,/external/mousecelltypes/prod454/specimen_480169178/min_xy_480169178.aff,8300.9250643679,1170.86587611378,3052.30600086918,0.51319624543025,positive,5.0,2.0,1.0,1.0,intact,spiny,/api/v2/well_known_file_download/496080031,/api/v2/well_known_file_download/491382453,/api/v2/well_known_file_download/491382455,,,,,,Mus musculus,479695203.0,Rorb-IRES2-Cre-D;Ai14-197353,Rorb-IRES2-Cre-D_Ai14-197353.06.02.01_496079587_m.swc,9.0,VISp_layer5,Isocortex_layer5,,,,,,,
266,1315,Cux2-CreERT2,521409057,Cux2-CreERT2;Ai14-247683.03.01.01,left,821.0,"""Primary visual area, layer 2/3""",VISp2/3,385.0,VISp,2/3,247.119604336463,7.0,48.0,0.885825113585239,0.820955336074931,dendrite-only,543103586.0,544781930.0,-46.8437538146973,3.94039962765266,0.027312414479065,0.117499999826604,210.0,12.7815539148883,102.0725,9.79695804452717,76.4062851667404,7.6429,-79.4310836791992,5750.0,5749.0,/external/mousecelltypes/prod786/specimen_521409057/min_xy_521409057.aff,9190.84394155472,1315.16520995676,9086.79939059962,0.137858823584519,positive,2.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/543151075,/api/v2/well_known_file_download/522106603,/api/v2/well_known_file_download/522106606,,,,,,Mus musculus,520635764.0,Cux2-CreERT2;Ai14-247683,Cux2-CreERT2_Ai14-247683.03.01.01_543103584_m.swc,2.0,VISp_layer23,Isocortex_layer2/3,,,,,,,
267,1316,Pvalb-IRES-Cre,471077857,Pvalb-IRES-Cre;Ai14-180633.05.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,273.842989021812,6.0,13.0,0.921863502681608,0.908839230817649,full,491119236.0,491200330.0,-65.15625,1.15719534015501,0.0025449441182468,1.36487042435671,370.0,7.76872792076907,8.30088888888889,120.469026074851,105.156250298023,12.5780283333333,-74.0991973876953,9445.0,9438.0,/external/mousecelltypes/prod324/specimen_471077857/min_xy_471077857.aff,7974.72025750282,1135.39512275403,8004.12260485316,0.658820355714992,positive,0.0,2.0,1.0,1.0,,aspiny,/api/v2/well_known_file_download/487660419,/api/v2/well_known_file_download/487627564,/api/v2/well_known_file_download/491380724,,,,,,Mus musculus,469953330.0,Pvalb-IRES-Cre;Ai14(IVSCC)-180633,Pvalb-IRES-Cre_Ai14-180633.05.01.01_491119234_m.swc,8.0,VISp_layer5,Isocortex_layer5,,,,,,,
268,1327,Sst-IRES-Cre,324257146,Sst-IRES-Cre;Ai14-173191.06.01.01,left,401.0,"""Anteromedial visual area, layer 4""",VISam4,394.0,VISam,4,204.275470023006,5.0,12.0,0.864536416699232,0.860075606850855,dendrite-only,491770198.0,491199618.0,-65.3125076293945,2.07907445751545,0.0064775227147589,0.75,130.0,19.4160461077829,15.2258461538462,65.6777948427773,245.312497019768,3.22834,-72.5818023681641,5764.0,5759.0,/external/mousecelltypes/prod197/specimen_324257146/min_xy_324257146.aff,7785.19947054,843.230171366,7833.69689185,0.484678144482302,positive,0.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/487661097,/api/v2/well_known_file_download/487630719,/api/v2/well_known_file_download/491378361,,,,,,Mus musculus,322489513.0,Sst-IRES-Cre;Ai14(IVSCC)-173191,Sst-IRES-Cre_Ai14-173191.06.01.01_491770196_m.swc,4.0,VISam_layer4,Isocortex_layer4,,,,,,,
269,1328,Pvalb-IRES-Cre,572609108,Pvalb-IRES-Cre;Ai14-301945.04.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,231.429096004586,7.0,14.0,0.918368177677167,0.999539782370116,full,657409636.0,659447184.0,-59.9375038146973,1.28763899443933,0.0057589749610199,1.33581098226038,350.0,8.5223873271813,10.0927272727273,99.08124662223,107.81241953373,10.9582866666667,-71.7519073486328,7586.0,7611.0,/external/mousecelltypes/prod993/specimen_572609108/min_xy_572609108.aff,8673.73055792799,1030.16478125045,7991.54832655796,0.551026596950797,positive,0.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/662055106,/api/v2/well_known_file_download/575799172,/api/v2/well_known_file_download/575799175,,,,,,Mus musculus,570930952.0,Pvalb-IRES-Cre;Ai14-301945,Pvalb-IRES-Cre_Ai14-301945.04.01.01_657409634_m.swc,4.0,VISp_layer5,Isocortex_layer5,,,,,,,
270,1329,Sst-IRES-Cre,475202388,Sst-IRES-Cre;Ai14-183338.03.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,162.450057735416,4.0,11.0,0.905609122692921,0.932608634825105,full,657293155.0,491202348.0,-58.8750038146973,2.45739275705611,0.0544789975287089,0.0344696971043411,30.0000019073486,74.8987312732211,164.649,6.07352610705197,485.000014305115,2.065065,-67.0113220214844,7587.0,5752.0,/external/mousecelltypes/prod359/specimen_475202388/min_xy_475202388.aff,9390.00000000001,1740.36648135116,8727.50636732409,0.726094149966432,positive,0.0,1.0,0.0,1.0,,aspiny,/api/v2/well_known_file_download/487662272,/api/v2/well_known_file_download/487631989,/api/v2/well_known_file_download/491381737,,,,,,Mus musculus,473879701.0,Sst-IRES-Cre;Ai14(IVSCC)-183338,Sst-IRES-Cre_Ai14-183338.03.01.01_657293149_m.swc,1.0,VISp_layer5,Isocortex_layer5,,,,,,,
271,1334,Pvalb-IRES-Cre,482516713,Pvalb-IRES-Cre;Ai14-199001.04.02.01,right,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,242.351930195842,6.0,15.0,0.92804309982056,0.803137287728808,full,491119247.0,491316028.0,-64.21875,1.17200712664061,0.0257060216293444,1.00628897616236,400.0,6.30957887700408,8.59875000000004,116.295973251926,87.1874988079071,16.0382116666667,-70.0180740356445,7596.0,7606.0,/external/mousecelltypes/prod460/specimen_482516713/min_xy_482516713.aff,8940.62118738681,1611.4933592587,2581.277586977,0.695130293272037,positive,0.0,2.0,1.0,1.0,,aspiny,/api/v2/well_known_file_download/489405419,/api/v2/well_known_file_download/483106869,/api/v2/well_known_file_download/491381077,,,,,,Mus musculus,480773359.0,Pvalb-IRES-Cre;Ai14-199001,Pvalb-IRES-Cre_Ai14-199001.04.02.01_491119245_m.swc,7.0,VISp_layer5,Isocortex_layer5,,,,,,,
272,1335,Ntsr1-Cre_GN220,485911892,Ntsr1-Cre;Ai14-204780.05.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,333.941518538591,5.0,17.0,0.892852972845642,0.838008170985635,dendrite-only,508279004.0,496197300.0,-42.125,4.41269665454356,0.0440867930178742,0.166071444433562,110.0,20.6566658521939,81.0063636363636,12.3447091698744,165.312498807907,4.80752833333333,-77.4951934814453,7595.0,7582.0,/external/mousecelltypes/prod539/specimen_485911892/min_xy_485911892.aff,9056.0,1565.36007097069,8406.34306381061,0.754364174578013,negative,2.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/508279175,/api/v2/well_known_file_download/485914476,/api/v2/well_known_file_download/491765535,,,,,,Mus musculus,485673551.0,Ntsr1-Cre;Ai14(GSL)-204780,Ntsr1-Cre_Ai14-204780.05.01.01_508279002_m.swc,6.0,VISp_layer5,Isocortex_layer5,,,,,,,
273,1336,Ntsr1-Cre_GN220,517077548,Ntsr1-Cre;Ai14-244454.03.01.01,left,613.0,"""Lateral visual area, layer 5""",VISl5,409.0,VISl,5,713.298935977603,5.0,21.0,0.848651059692738,0.881696922350823,dendrite-only,537047497.0,544781939.0,-41.9062538146973,1.71688036929242,,0.0150371908041938,410.0,11.2372094414908,,,77.8125375509262,20.23971,-72.8597564697266,11233.0,9457.0,/external/mousecelltypes/prod765/specimen_517077548/min_xy_517077548.aff,9420.44757071338,2012.34631270089,8951.28220694582,0.772832940822405,positive,2.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/541010667,/api/v2/well_known_file_download/518034468,/api/v2/well_known_file_download/518034470,,,,,,Mus musculus,515045777.0,Ntsr1-Cre;Ai14-244454,Ntsr1-Cre_Ai14-244454.03.01.01_537047495_m.swc,9.0,VISl_layer5,Isocortex_layer5,,,,,,,
274,1337,Pvalb-IRES-Cre,469992918,Pvalb-IRES-Cre;Ai14-180631.02.01.01,left,821.0,"""Primary visual area, layer 2/3""",VISp2/3,385.0,VISp,2/3,219.227015294375,7.0,19.0,0.890067933263153,0.906252173791525,full,501276727.0,487096893.0,-59.7812538146973,1.27841238490942,,-4.4104002962003605e-19,800.0,5.1883417758307,,,66.2053823471069,,-77.8652572631836,5740.0,7578.0,/external/mousecelltypes/prod307/specimen_469992918/min_xy_469992918.aff,9372.74085835315,1279.82669762618,8716.1350809876,0.385376564564965,positive,0.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/487659610,/api/v2/well_known_file_download/483154488,/api/v2/well_known_file_download/491383636,,,,,,Mus musculus,418778339.0,Pvalb-IRES-Cre;Ai14(IVSCC)-180631,Pvalb-IRES-Cre_Ai14-180631.02.01.01_501276725_m.swc,5.0,VISp_layer23,Isocortex_layer2/3,,,,,,,
275,1340,Scnn1a-Tg3-Cre,395830185,Scnn1a-Tg3-Cre;Ai14-177300.01.02.01,right,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,374.345238791787,8.0,40.0,0.878749981794734,0.928439277511105,dendrite-only,491771070.0,491201337.0,-46.78125,3.72673894515001,0.0241698568124739,0.189822595704949,70.0,23.5740948608075,69.2788461538462,14.4344205412908,187.656208872795,4.18748,-77.7653732299805,5754.0,5763.0,/external/mousecelltypes/prod256/specimen_395830185/min_xy_395830185.aff,9742.0,1399.68477065729,2981.24431916024,0.410976071937405,positive,2.0,2.0,1.0,1.0,intact,spiny,/api/v2/well_known_file_download/487660124,/api/v2/well_known_file_download/487631301,/api/v2/well_known_file_download/491377093,,,,,,Mus musculus,339692419.0,Scnn1a-Tg3-Cre;Ai14(IVSCC)-177300,Scnn1a-Tg3-Cre_Ai14-177300.01.02.01_491771068_m.swc,3.0,VISp_layer4,Isocortex_layer4,,,,,,,
276,1341,Ndnf-IRES2-dgCre,574734127,Ndnf-IRES2-dgCre;Ai14-306261.05.02.01,right,593.0,"""Primary visual area, layer 1""",VISp1,385.0,VISp,1,169.304948114814,4.0,42.0,0.875201062683696,0.983183177800222,full,591276336.0,659445698.0,-53.6875,2.09883243374727,0.417317708333334,0.390835411471322,290.0,7.8565533930524,30.7200000000001,32.5520833333332,120.000071823597,13.85966,-74.6907958984375,7602.0,7589.0,/external/mousecelltypes/prod1011/specimen_574734127/min_xy_574734127.aff,8699.57721839244,882.854043285512,2620.84944722467,0.124313437970402,positive,2.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/662055330,/api/v2/well_known_file_download/587853136,/api/v2/well_known_file_download/587853143,,,,,,Mus musculus,573111229.0,Ndnf-IRES2-dgCre;Ai14-306261,Ndnf-IRES2-dgCre_Ai14-306261.05.02.01_591276334_m.swc,6.0,VISp_layer1,Isocortex_layer1,,,,,,,
277,1343,Pvalb-IRES-Cre,486783119,Pvalb-IRES-Cre;Ai14-212809.03.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,239.353844429309,7.0,16.0,0.903507821832057,0.920750928857091,dendrite-only,500961660.0,491317481.0,-54.9687538146973,1.24252225220557,-0.0250006163243819,0.760072823130854,300.0,6.28842613475382,27.1840277777778,36.7863073189424,84.3750387430191,12.59662,-73.9697494506836,9438.0,5773.0,/external/mousecelltypes/prod516/specimen_486783119/min_xy_486783119.aff,8698.0,900.919593028912,7616.89553833374,0.492175632632898,positive,0.0,1.0,1.0,0.0,,aspiny,/api/v2/well_known_file_download/501086512,/api/v2/well_known_file_download/486787381,/api/v2/well_known_file_download/491383408,,,,,,Mus musculus,486471358.0,Pvalb-IRES-Cre;Ai14-212809,Pvalb-IRES-Cre_Ai14-212809.03.01.01_500961658_m.swc,7.0,VISp_layer5,Isocortex_layer5,,,,,,,
278,1358,Oxtr-T2A-Cre,565855793,Oxtr-2A-Cre;Ai14-293837.05.01.01,left,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,276.380693375116,6.0,21.0,0.891590657427735,1.0,full,580260668.0,659446223.0,-54.2187538146973,1.71678850736197,0.381691117343745,0.146428571428571,70.0,21.2115913546553,181.975,5.49526033795851,240.468740463257,3.58602666666667,-67.5825042724609,7589.0,7590.0,/external/mousecelltypes/prod925/specimen_565855793/min_xy_565855793.aff,7953.0,905.923455703266,8176.33769950104,0.394036108237373,positive,0.0,0.0,0.0,0.0,,sparsely spiny,/api/v2/well_known_file_download/662055111,/api/v2/well_known_file_download/566734601,/api/v2/well_known_file_download/566734603,,,,,,Mus musculus,563340157.0,Oxtr-T2A-Cre;Ai14-293837,Oxtr-2A-Cre_Ai14-293837.05.01.01_580260666_m.swc,4.0,VISp_layer4,Isocortex_layer4,,,,,,,
279,1360,Ctgf-T2A-dgCre,501841672,Ctgf-2A-dgCre;Ai14(IVSCC)-229234.03.01.01,left,33.0,"""Primary visual area, layer 6a""",VISp6a,385.0,VISp,6a,637.777344789308,6.0,25.0,0.864571598529882,0.918023857260496,dendrite-only,541532416.0,529906182.0,-50.7812538146973,2.56047510332767,0.0214193287578075,0.208865248091036,119.999992370605,13.8115506850501,65.2914285714286,15.3159460878698,164.999917149544,6.60001333333333,-74.4710311889648,7589.0,7588.0,/external/mousecelltypes/prod648/specimen_501841672/min_xy_501841672.aff,8900.0,1378.41597090924,7885.77176871667,0.901776394446083,negative,0.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/543150863,/api/v2/well_known_file_download/511852489,/api/v2/well_known_file_download/511852491,,,,,,Mus musculus,501715372.0,Ctgf-2A-dgCre;Ai14(IVSCC)-229234,Ctgf-2A-dgCre_Ai14_IVSCC_-229234.03.01.01_541532414_m.swc,9.0,VISp_layer6a,Isocortex_layer6,,,,,,,
280,1362,Chat-IRES-Cre-neo,583138568,Chat-IRES-Cre-neo;Ai14-313182.04.02.01,right,821.0,"""Primary visual area, layer 2/3""",VISp2/3,385.0,VISp,2/3,393.538347534023,2.0,40.0,0.856909177441652,1.0,full,610885880.0,657593535.0,-47.21875,3.52491789004447,-0.115654879743673,0.132333338915506,130.0,10.1251564955282,150.01,6.66622225184988,169.062420725822,6.30486666666667,-72.042106628418,7579.0,5734.0,/external/mousecelltypes/prod1072/specimen_583138568/min_xy_583138568.aff,8777.75182997827,569.048507819835,3670.59951218563,0.171054957335529,positive,2.0,0.0,0.0,0.0,,sparsely spiny,/api/v2/well_known_file_download/662054061,/api/v2/well_known_file_download/606110769,/api/v2/well_known_file_download/606110777,,,,,,Mus musculus,581156784.0,Chat-IRES-Cre-neo;Ai14-313182,Chat-IRES-Cre-neo_Ai14-313182.04.02.01_610885878_m.swc,4.0,VISp_layer23,Isocortex_layer2/3,,,,,,,
281,1370,Rorb-IRES2-Cre,488695444,Rorb-IRES2-Cre-D;Ai14-212873.04.01.01,left,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,598.404943764772,8.0,39.0,0.898305236735667,0.83707790311805,dendrite-only,510987652.0,496604879.0,-45.6875,3.5949752773824,0.0522637766144736,0.095920831925704,200.0,15.7911016595359,124.382142857143,8.03973928274039,96.4062511920929,7.57237,-77.0904159545898,7551.0,7684.0,/external/mousecelltypes/prod571/specimen_488695444/min_xy_488695444.aff,8700.86895865904,1235.1473139744,8365.56063835721,0.555931888452461,positive,2.0,1.0,1.0,0.0,intact,spiny,/api/v2/well_known_file_download/516477378,/api/v2/well_known_file_download/488696778,/api/v2/well_known_file_download/491380223,,,,,,Mus musculus,488425803.0,Rorb-IRES2-Cre-D;Ai14-212873,Rorb-IRES2-Cre-D_Ai14-212873.04.01.01_510987644_m.swc,3.0,VISp_layer5,Isocortex_layer5,,,,,,,
282,1374,Tlx3-Cre_PL56,557864274,Tlx3-Cre_PL56;Ai14-281781.03.01.01,left,613.0,"""Lateral visual area, layer 5""",VISl5,409.0,VISl,5,615.197430566594,6.0,31.0,0.877788988389179,0.944988369530713,dendrite-only,652309512.0,659449289.0,-50.1250038146973,3.69890102173267,0.146464955875765,0.108467964840759,50.0,31.2758285302411,130.42,7.66753565404079,234.531283378601,4.52824,-69.7541809082031,7587.0,7585.0,/external/mousecelltypes/prod852/specimen_557864274/min_xy_557864274.aff,9398.10156621749,1908.44733178708,9034.05474587972,0.588228313121531,positive,2.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/662055300,/api/v2/well_known_file_download/559104043,/api/v2/well_known_file_download/559104049,,,,,,Mus musculus,557265295.0,Tlx3-Cre_PL56;Ai14-281781,Tlx3-Cre_PL56_Ai14-281781.03.01.01_652309510_m.swc,5.0,VISl_layer5,Isocortex_layer5,,,,,,,
283,1375,Oxtr-T2A-Cre,565459685,Oxtr-2A-Cre;Ai14-293841.03.01.01,left,613.0,"""Lateral visual area, layer 5""",VISl5,409.0,VISl,5,203.266626553918,6.0,25.0,0.88617625848298,1.0,full,596792786.0,657593401.0,-56.5000038146973,1.83114169842867,,0.0310243185315152,170.0,12.3681618799806,36.1,27.7008310249307,92.3437848687172,9.31850666666667,-69.2981262207031,7612.0,9433.0,/external/mousecelltypes/prod929/specimen_565459685/min_xy_565459685.aff,8961.56571663837,1699.76907500717,9055.50860369175,0.553137767415421,positive,0.0,0.0,0.0,0.0,,sparsely spiny,/api/v2/well_known_file_download/662055379,/api/v2/well_known_file_download/566731799,/api/v2/well_known_file_download/566731801,,,,,,Mus musculus,563340165.0,Oxtr-T2A-Cre;Ai14-293841,Oxtr-2A-Cre_Ai14-293841.03.01.01_596792784_m.swc,2.0,VISl_layer5,Isocortex_layer5,,,,,,,
284,1378,Nos1-CreERT2|Sst-IRES-FlpO,623185845,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-346512.05.02.01,right,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,296.215490974476,6.0,41.0,0.850526993556761,0.99038447351124,full,656081414.0,652798219.0,-57.03125,2.50589057932806,,0.0273809523809524,70.0,35.4956629121386,60.5,16.5289256198347,198.437675833702,1.91242,-60.6386489868164,3901.0,5739.0,/external/mousecelltypes/prod1191/specimen_623185845/min_xy_623185845.aff,8184.0,1123.79542691639,3446.62564905027,0.74082685153951,positive,0.0,0.0,0.0,0.0,,sparsely spiny,/api/v2/well_known_file_download/662054225,/api/v2/well_known_file_download/637923240,/api/v2/well_known_file_download/637923243,,,,,,Mus musculus,617296736.0,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-346512,Nos1-CreERT2_Sst-IRES-FlpO_Ai65-346512.05.02.01_656081412_m.swc,4.0,VISp_layer5,Isocortex_layer5,,,,,,,
